"Sample_Name","Biological_Replicate","Technical_Replicate","Negative_control","Cruise_ID_short","Cruise_ID_long","Cast_No.","Rosette_position","Field_collection_method","Preservation","Area.within.region","Station","Depth_m","Sample_volume_ml","Personnel_responsible_for_Collecting_Sample","Field_Notes","Date_UTC_notes","Lat_notes","Lon_notes","Latitude","Longitude","Date_UTC_btl","oxy_concM_ch1","oxy_percentsat_ch1","oxy_conc_ch1","salinity_ch1","salinity_ch2","sigma_t_ch1","sigma_t_ch2","chlor_fluorescence","temperature_ch1","temperature_ch2","turbidity","pressure"
"E1099.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",17,20,"Niskin; Sterivex 0.22µm filter","95% EtOH","Chukchi Sea","DBO3.7",10,1000,"Matt Galaska",NA,"2021/11/12 15:39:00","67.7828333333333",-168.594966666667,"67.783","-168.59516666666667","2021/11/12 15:38:01","7.8748","92.246","343.221","30.697","30.6912",24.673,24.6683,"0.3376","-1.2567","-1.2577",NA,"10.216"
"MID.NC.SKQ2021",1,1,TRUE,"SKQ2021","SKQ21 EcoFOCI DBO",NA,NA,"Sterivex 0.22µm filter","95% EtOH",NA,NA,NA,NA,NA,NA,"2021/11/14 00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1100.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",18,2,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","M8",68.4,1000,"Matt Galaska",NA,"2021/11/14 09:51:00","62.2013333333333",-174.68,"62.20133333333333","-174.68","2021/11/14 09:53:49","6.937","89.08","301.959","32.5031","32.4988",25.9879,25.9845,"0.4356","1.7712","1.7707",NA,"68.443"
"E1101.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",18,11,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","M8",31.1,1000,"Matt Galaska",NA,"2021/11/14 09:51:00","62.2013333333333",-174.68,"62.20133333333333","-174.68","2021/11/14 09:53:49","7.0219","90.168","305.657","32.4839","32.4807",25.9722,25.969,"0.4006","1.7756","1.7844",NA,"30.806"
"E1102.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",18,17,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","M8",10,1000,"Matt Galaska",NA,"2021/11/14 09:51:00","62.2013333333333",-174.68,"62.20133333333333","-174.68","2021/11/14 09:53:49","7.2551","92.324","315.821","32.4203","32.4168",25.9441,25.9413,"0.5766","1.4375","1.4362",NA,"10.142"
"E1103.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",19,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.1",73.9,1000,"Matt Galaska",NA,"2021/11/14 12:06:00","62",-175.066666666667,"62.0115","-175.06016666666667","2021/11/14 12:08:40","6.6439","85.994","289.161","32.6984","32.6952",26.1257,26.1232,"0.1938","2.031","2.0295",NA,"73.516"
"E1104.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",19,12,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.1",30.3,1000,"Matt Galaska",NA,"2021/11/14 12:06:00","62",-175.066666666667,"62.0115","-175.06016666666667","2021/11/14 12:08:40","6.7777","87.778","294.995","32.6643","32.66",26.096,26.0929,"0.2602","2.0633","2.0595",NA,"30.066"
"E1105.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",19,18,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.1",9.8,1000,"Matt Galaska",NA,"2021/11/14 12:06:00","62",-175.066666666667,"62.0115","-175.06016666666667","2021/11/14 12:08:40","6.9167","89.506","301.044","32.6553","32.6522",26.0909,26.0885,"0.2923","2.0344","2.0333",NA,"9.516"
"E1106.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",20,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.2",75.9,1000,"Matt Galaska",NA,"2021/11/14 14:06:00","62.0492833333333",-175.208633333333,"62.048833333333334","-175.209","2021/11/14 14:08:01","6.6699","86.147","290.284","32.7244","32.719",26.1532,26.149,"0.2459","1.9396","1.9381",NA,"75.439"
"E1107.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",20,12,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.2",30.8,1000,"Matt Galaska",NA,"2021/11/14 14:06:00","62.0492833333333",-175.208633333333,"62.048833333333334","-175.209","2021/11/14 14:08:01","6.6621","86.134","289.951","32.7125","32.7091",26.1406,26.138,"0.2447","1.9826","1.9805",NA,"30.462"
"E1108.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",20,18,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.2",10,1000,"Matt Galaska",NA,"2021/11/14 14:06:00","62.0492833333333",-175.208633333333,"62.048833333333334","-175.209","2021/11/14 14:08:01","6.7195","86.902","292.448","32.7087","32.7057",26.1365,26.1342,"0.2487","1.9962","1.9952",NA,"9.925"
"E1109.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",21,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.3",69.7,1000,"Matt Galaska",NA,"2021/11/14 17:01:00","62.22",-174.877833333333,"62.220166666666664","-174.878","2021/11/14 17:01:40","6.6336","85.707","288.724","32.6526","32.6491",26.0933,26.0906,"0.2379","1.9721","1.9709",NA,"70.053"
"E1110.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",21,12,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.3",30.5,1000,"Matt Galaska",NA,"2021/11/14 17:01:00","62.22",-174.877833333333,"62.220166666666664","-174.878","2021/11/14 17:01:40","7.1523","91.866","311.319","32.5588","32.5558",26.033,26.0307,"0.4488","1.7651","1.764",NA,"30.528"
"E1111.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",21,18,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.3",9.9,1000,"Matt Galaska",NA,"2021/11/14 17:01:00","62.22",-174.877833333333,"62.220166666666664","-174.878","2021/11/14 17:01:40","7.1709","91.967","312.132","32.5381","32.5347",26.0201,26.0175,"0.4556","1.7116","1.7094",NA,"10.258"
"E1112.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",22,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.4",65.4,1000,"Matt Galaska",NA,"2021/11/14 18:58:00","62.3903333333333",-174.5716,"62.39033333333333","-174.57166666666666","2021/11/14 19:01:37","5.0773","64.615","220.973","32.6708","32.6677",26.1493,26.1469,"0.1915","1.3724","1.3711",NA,"65.783"
"E1113.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",22,12,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.4",30.3,1000,"Matt Galaska",NA,"2021/11/14 18:58:00","62.3903333333333",-174.5716,"62.39033333333333","-174.57166666666666","2021/11/14 19:01:37","7.3456","91.955","319.783","32.2788","32.1267",25.867,25.7448,"0.7542","0.8372","0.8351",NA,"30.456"
"E1114.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",22,18,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.4",10.2,1000,"Matt Galaska",NA,"2021/11/14 18:58:00","62.3903333333333",-174.5716,"62.39033333333333","-174.57166666666666","2021/11/14 19:01:37","7.3642","92.127","320.595","32.2735","32.1256",25.8641,25.7451,"0.7634","0.8128","0.8145",NA,"10.146"
"E1115.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",23,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.5",62.6,1000,"Matt Galaska",NA,"2021/11/14 22:19:00","62.4683333333333",-174.0845,"62.468333333333334","-174.08483333333334","2021/11/14 22:16:55","5.0012","62.723","217.667","32.5893","32.5853",26.1174,26.1142,"0.1926","0.8258","0.8245",NA,"62.576"
"E1116.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",23,12,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.5",29.5,1000,"Matt Galaska",NA,"2021/11/14 22:19:00","62.4683333333333",-174.0845,"62.468333333333334","-174.08483333333334","2021/11/14 22:16:55","7.3876","92.503","321.679","32.0059","32.1511",25.6429,25.7598,"0.7646","0.9204","0.9174",NA,"29.347"
"E1117.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",23,18,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.5",9.8,1000,"Matt Galaska",NA,"2021/11/14 22:19:00","62.4683333333333",-174.0845,"62.468333333333334","-174.08483333333334","2021/11/14 22:16:55","7.3993","92.555","322.217","31.8985","32.1447",25.5571,25.7551,"0.8402","0.9095","0.9091",NA,"9.903"
"E1118.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",24,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.6",60.2,1000,"Matt Galaska",NA,"2021/11/15 00:00:00","62.5605",-173.55045,"62.56066666666667","-173.55016666666666","2021/11/15 00:37:00","5.203","64.165","226.48","32.3856","32.3811",25.985,25.9814,"0.2236","0.2321","0.2305",NA,"60.405"
"E1119.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",24,12,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.6",30.6,1000,"Matt Galaska",NA,"2021/11/15 00:00:00","62.5605",-173.55045,"62.56066666666667","-173.55016666666666","2021/11/15 00:37:00","7.399","92.283","322.187","31.9637","31.9604",25.6168,25.6142,"0.7308","0.7794","0.778",NA,"30.635"
"E1120.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",24,18,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.6",10.9,1000,"Matt Galaska",NA,"2021/11/15 00:00:00","62.5605",-173.55045,"62.56066666666667","-173.55016666666666","2021/11/15 00:37:00","7.5663","93.986","329.49","31.8792","31.8755",25.556,25.5532,"0.8678","0.6453","0.6439",NA,"10.658"
"E1121.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",25,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.7",65.6,1000,"Matt Galaska",NA,"2021/11/15 03:51:00","62.7875",-173.500416666667,"62.7875","-173.5005","2021/11/15 03:53:15","5.2338","63.803","227.833","32.2983","32.2937",25.9337,25.93,"0.2018","-0.1853","-0.1861",NA,"65.577"
"E1122.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",25,12,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.7",31.2,1000,"Matt Galaska",NA,"2021/11/15 03:51:00","62.7875",-173.500416666667,"62.7875","-173.5005","2021/11/15 03:53:15","7.6494","94.193","333.139","31.7393","31.7358",25.4585,25.4557,"0.6855","0.3477","0.3466",NA,"30.73"
"E1123.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",25,18,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.7",10.9,1000,"Matt Galaska",NA,"2021/11/15 03:51:00","62.7875",-173.500416666667,"62.7875","-173.5005","2021/11/15 03:53:15","7.6792","94.48","334.441","31.7336","31.73",25.4554,25.4525,"0.7875","0.3166","0.3161",NA,"10.64"
"E1124.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",26,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.8",64.9,1000,"Matt Galaska",NA,"2021/11/15 05:50:00","63.0301666666667",-173.461,"63.030166666666666","-173.46116666666666","2021/11/15 05:52:47","4.9929","61.291","217.303","32.5501","32.5462",26.1281,26.1251,"0.1903","0.0124","0.0112",NA,"64.517"
"E1125.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",26,12,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.8",30.4,1000,"Matt Galaska",NA,"2021/11/15 05:50:00","63.0301666666667",-173.461,"63.030166666666666","-173.46116666666666","2021/11/15 05:52:47","7.64","94.414","332.742","31.702","31.6981",25.4212,25.4182,"0.2385","0.4946","0.4922",NA,"30.277"
"E1126.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",26,18,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.8",10.8,1000,"Matt Galaska",NA,"2021/11/15 05:50:00","63.0301666666667",-173.461,"63.030166666666666","-173.46116666666666","2021/11/15 05:52:47","7.654","94.527","333.355","31.6958","31.6922",25.4173,25.4145,"0.2453","0.472","0.47",NA,"10.547"
"E1127.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",27,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.9",60.9,1000,"Matt Galaska",NA,"2021/11/15 09:34:00","63.2783333333333",-173.281,"63.279666666666664","-173.281","2021/11/15 09:34:19","5.3672","66.745","233.587","32.6294","32.6256",26.1684,26.1655,"0.1852","0.487","0.4858",NA,"59.981"
"E1128.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",27,12,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.9",30.6,1000,"Matt Galaska",NA,"2021/11/15 09:34:00","63.2783333333333",-173.281,"63.279666666666664","-173.281","2021/11/15 09:34:19","7.5877","93.93","330.465","31.7153","31.709",25.4287,25.4242,"0.2447","0.5573","0.5467",NA,"31.139"
"E1129.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",27,18,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.9",10.6,1000,"Matt Galaska",NA,"2021/11/15 09:34:00","63.2783333333333",-173.281,"63.279666666666664","-173.281","2021/11/15 09:34:19","7.6059","94.041","331.259","31.705","31.7011",25.4227,25.4196,"0.3158","0.5134","0.5118",NA,"10.526"
"E1130.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",28,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.10",45.5,1000,"Matt Galaska",NA,"2021/11/15 12:54:00","63.6048333333333",-172.593166666667,"63.60466666666667","-172.593","2021/11/15 12:53:28","5.4503","68.281","237.189","32.7157","32.7113",26.2235,26.22,"0.133","0.7493","0.7481",NA,"45.053"
"E1131.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",28,9,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.10",29.7,1000,"Matt Galaska",NA,"2021/11/15 12:54:00","63.6048333333333",-172.593166666667,"63.60466666666667","-172.593","2021/11/15 12:53:28","7.5215","93.618","327.501","32.0244","32.0212",25.6709,25.6683,"0.129","0.684","0.6838",NA,"30.148"
"E1132.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",28,15,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO1.10",10.5,1000,"Matt Galaska",NA,"2021/11/15 12:54:00","63.6048333333333",-172.593166666667,"63.60466666666667","-172.593","2021/11/15 12:53:28","7.586","94.224","330.355","31.8573","31.8551",25.5383,25.5366,"0.1903","0.6483","0.6458",NA,"10.279"
"E1133.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",29,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO2.1",42.6,1000,"Matt Galaska",NA,"2021/11/15 21:20:00","64.6701666666667",-169.9187,"64.67016666666666","-169.92033333333333","2021/11/15 21:21:25","6.6892","82.229","291.218","32.1774","32.1703",25.8203,25.8147,"0.2676","0.1656","0.1641",NA,"42.7"
"E1134.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",29,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO2.1",30.1,1000,"Matt Galaska",NA,"2021/11/15 21:20:00","64.6701666666667",-169.9187,"64.67016666666666","-169.92033333333333","2021/11/15 21:21:25","6.694","82.288","291.431","32.1747","32.1693",25.8182,25.8139,"0.3187","0.1657","0.1643",NA,"30.201"
"E1135.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",29,12,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO2.1",10.4,1000,"Matt Galaska",NA,"2021/11/15 21:20:00","64.6701666666667",-169.9187,"64.67016666666666","-169.92033333333333","2021/11/15 21:21:25","7.1196","86.102","309.989","32.0262","32.0219",25.7233,25.7197,"0.3359","-0.4152","-0.414",NA,"10.459"
"E1136.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",30,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO2.2",40.8,1000,"Matt Galaska",NA,"2021/11/16 00:44:00","64.68",-169.100666666667,"64.68033333333334","-169.10066666666665","2021/11/16 00:44:10","7.7829","93.435","338.818","32.1936","32.1859",25.8704,25.8642,"0.5285","-0.736","-0.7367",NA,"40.943"
"E1137.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",30,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO2.2",30.2,1000,"Matt Galaska",NA,"2021/11/16 00:44:00","64.68",-169.100666666667,"64.68033333333334","-169.10066666666665","2021/11/16 00:44:10","7.8383","93.486","341.245","32.1278","32.1219",25.8246,25.8199,"0.6127","-0.9638","-0.9647",NA,"30.198"
"E1138.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",30,12,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO2.2",10,1000,"Matt Galaska",NA,"2021/11/16 00:44:00","64.68",-169.100666666667,"64.68033333333334","-169.10066666666665","2021/11/16 00:44:10","7.8232","93.326","340.588","32.1302","32.1257",25.8263,25.8228,"0.5651","-0.9565","-0.9574",NA,"10.022"
"E1139.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",32,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO2.5",44.4,1000,"Matt Galaska",NA,"2021/11/16 07:03:00","64.9898333333333",-169.139833333333,"64.98983333333334","-169.14016666666666","2021/11/16 07:01:37","7.5705","91.607","329.589","32.1385","32.1288",25.8143,25.8066,"0.3783","-0.4231","-0.4245",NA,"44.387"
"E1140.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",32,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO2.5",30.5,1000,"Matt Galaska",NA,"2021/11/16 07:03:00","64.9898333333333",-169.139833333333,"64.98983333333334","-169.14016666666666","2021/11/16 07:01:37","7.6369","92.306","332.49","32.1072","32.1014",25.7904,25.7856,"0.3577","-0.4577","-0.4554",NA,"30.409"
"E1141.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",32,12,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO2.5",10.4,1000,"Matt Galaska",NA,"2021/11/16 07:03:00","64.9898333333333",-169.139833333333,"64.98983333333334","-169.14016666666666","2021/11/16 07:01:37","7.787","92.68","339.047","31.9925","31.987",25.7163,25.7119,"0.4167","-1.0062","-1.0068",NA,"10.457"
"E1142.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",33,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO2.4",44,1000,"Matt Galaska",NA,"2021/11/16 10:31:00","64.9588333333333",-169.880333333333,"64.9585","-169.88","2021/11/16 10:30:20","7.1146","85.311","309.818","31.8136","31.8071",25.561,25.5558,"0.3674","-0.6798","-0.681",NA,"44.181"
"E1143.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",33,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO2.4",30.4,1000,"Matt Galaska",NA,"2021/11/16 10:31:00","64.9588333333333",-169.880333333333,"64.9585","-169.88","2021/11/16 10:30:20","7.1602","85.804","311.811","31.7915","31.7868",25.5437,25.5399,"0.3932","-0.6973","-0.698",NA,"30.422"
"E1144.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",33,12,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO2.4",10.2,1000,"Matt Galaska",NA,"2021/11/16 10:31:00","64.9588333333333",-169.880333333333,"64.9585","-169.88","2021/11/16 10:30:20","7.2751","87.02","316.818","31.7609","31.7563",25.521,25.5174,"0.4396","-0.7583","-0.7604",NA,"10.269"
"E1145.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",34,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO2.3",33.7,1000,"Matt Galaska",NA,"2021/11/16 16:31:00","64.6698333333333",-168.235666666667,"64.66983333333333","-168.23583333333335","2021/11/16 16:33:52","7.5911","93.548","330.515","32.0655","32.0595",25.7241,25.7193,"0.4482","0.2905","0.2891",NA,"33.741"
"E1146.SKQ2021",1,1,FALSE,"SKQ2021","SKQ21 EcoFOCI DBO",34,9,"Niskin; Sterivex 0.22µm filter","95% EtOH","Bering Sea","DBO2.3",10.2,1000,"Matt Galaska",NA,"2021/11/16 16:31:00","64.6698333333333",-168.235666666667,"64.66983333333333","-168.23583333333335","2021/11/16 16:33:52","7.5916","93.547","330.541","32.0632","32.0586",25.7224,25.7187,"0.4172","0.2878","0.2871",NA,"10.198"
"END.NC.SKQ2021",1,1,TRUE,"SKQ2021","SKQ21 EcoFOCI DBO",NA,NA,"Sterivex 0.22µm filter","95% EtOH",NA,NA,NA,1000,"Matt Galaska",NA,"2021/11/16 00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
